Filename,Code Path,age,hours,grade,collgrad,married,south,smsa,c_city,ttl_exp,tenure
universe_621.R,_start,,+ hours,+ grade,,,+ south,,,+ ttl_exp,+ tenure
universe_622.R,_start,,+ hours,+ grade,,,+ south,,,+ ttl_exp,
universe_623.R,_start,,+ hours,+ grade,,,+ south,,,,+ tenure
universe_624.R,_start,,+ hours,+ grade,,,+ south,,,,
universe_625.R,_start,,+ hours,+ grade,,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_626.R,_start,,+ hours,+ grade,,,,+ smsa,+ c_city,+ ttl_exp,
universe_627.R,_start,,+ hours,+ grade,,,,+ smsa,+ c_city,,+ tenure
universe_628.R,_start,,+ hours,+ grade,,,,+ smsa,+ c_city,,
universe_629.R,_start,,+ hours,+ grade,,,,+ smsa,,+ ttl_exp,+ tenure
universe_630.R,_start,,+ hours,+ grade,,,,+ smsa,,+ ttl_exp,
universe_631.R,_start,,+ hours,+ grade,,,,+ smsa,,,+ tenure
universe_632.R,_start,,+ hours,+ grade,,,,+ smsa,,,
universe_633.R,_start,,+ hours,+ grade,,,,,+ c_city,+ ttl_exp,+ tenure
universe_634.R,_start,,+ hours,+ grade,,,,,+ c_city,+ ttl_exp,
universe_635.R,_start,,+ hours,+ grade,,,,,+ c_city,,+ tenure
universe_636.R,_start,,+ hours,+ grade,,,,,+ c_city,,
universe_637.R,_start,,+ hours,+ grade,,,,,,+ ttl_exp,+ tenure
universe_638.R,_start,,+ hours,+ grade,,,,,,+ ttl_exp,
universe_639.R,_start,,+ hours,+ grade,,,,,,,+ tenure
universe_640.R,_start,,+ hours,+ grade,,,,,,,
universe_641.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_642.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_643.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_644.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,+ c_city,,
universe_645.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_646.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,
universe_647.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,,,+ tenure
universe_648.R,_start,,+ hours,,+ collgrad,+ married,+ south,+ smsa,,,
universe_649.R,_start,,+ hours,,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_650.R,_start,,+ hours,,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,
universe_651.R,_start,,+ hours,,+ collgrad,+ married,+ south,,+ c_city,,+ tenure
universe_652.R,_start,,+ hours,,+ collgrad,+ married,+ south,,+ c_city,,
universe_653.R,_start,,+ hours,,+ collgrad,+ married,+ south,,,+ ttl_exp,+ tenure
universe_654.R,_start,,+ hours,,+ collgrad,+ married,+ south,,,+ ttl_exp,
universe_655.R,_start,,+ hours,,+ collgrad,+ married,+ south,,,,+ tenure
universe_656.R,_start,,+ hours,,+ collgrad,+ married,+ south,,,,
universe_657.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_658.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_659.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,+ c_city,,+ tenure
universe_660.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,+ c_city,,
universe_661.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_662.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,,+ ttl_exp,
universe_663.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,,,+ tenure
universe_664.R,_start,,+ hours,,+ collgrad,+ married,,+ smsa,,,
universe_665.R,_start,,+ hours,,+ collgrad,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_666.R,_start,,+ hours,,+ collgrad,+ married,,,+ c_city,+ ttl_exp,
universe_667.R,_start,,+ hours,,+ collgrad,+ married,,,+ c_city,,+ tenure
universe_668.R,_start,,+ hours,,+ collgrad,+ married,,,+ c_city,,
universe_669.R,_start,,+ hours,,+ collgrad,+ married,,,,+ ttl_exp,+ tenure
universe_670.R,_start,,+ hours,,+ collgrad,+ married,,,,+ ttl_exp,
universe_671.R,_start,,+ hours,,+ collgrad,+ married,,,,,+ tenure
universe_672.R,_start,,+ hours,,+ collgrad,+ married,,,,,
universe_673.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_674.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_675.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,+ c_city,,+ tenure
universe_676.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,+ c_city,,
universe_677.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_678.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,,+ ttl_exp,
universe_679.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,,,+ tenure
universe_680.R,_start,,+ hours,,+ collgrad,,+ south,+ smsa,,,
universe_681.R,_start,,+ hours,,+ collgrad,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_682.R,_start,,+ hours,,+ collgrad,,+ south,,+ c_city,+ ttl_exp,
universe_683.R,_start,,+ hours,,+ collgrad,,+ south,,+ c_city,,+ tenure
universe_684.R,_start,,+ hours,,+ collgrad,,+ south,,+ c_city,,
universe_685.R,_start,,+ hours,,+ collgrad,,+ south,,,+ ttl_exp,+ tenure
universe_686.R,_start,,+ hours,,+ collgrad,,+ south,,,+ ttl_exp,
universe_687.R,_start,,+ hours,,+ collgrad,,+ south,,,,+ tenure
universe_688.R,_start,,+ hours,,+ collgrad,,+ south,,,,
universe_689.R,_start,,+ hours,,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_690.R,_start,,+ hours,,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,
universe_691.R,_start,,+ hours,,+ collgrad,,,+ smsa,+ c_city,,+ tenure
universe_692.R,_start,,+ hours,,+ collgrad,,,+ smsa,+ c_city,,
universe_693.R,_start,,+ hours,,+ collgrad,,,+ smsa,,+ ttl_exp,+ tenure
universe_694.R,_start,,+ hours,,+ collgrad,,,+ smsa,,+ ttl_exp,
universe_695.R,_start,,+ hours,,+ collgrad,,,+ smsa,,,+ tenure
universe_696.R,_start,,+ hours,,+ collgrad,,,+ smsa,,,
universe_697.R,_start,,+ hours,,+ collgrad,,,,+ c_city,+ ttl_exp,+ tenure
universe_698.R,_start,,+ hours,,+ collgrad,,,,+ c_city,+ ttl_exp,
universe_699.R,_start,,+ hours,,+ collgrad,,,,+ c_city,,+ tenure
universe_700.R,_start,,+ hours,,+ collgrad,,,,+ c_city,,
universe_701.R,_start,,+ hours,,+ collgrad,,,,,+ ttl_exp,+ tenure
universe_702.R,_start,,+ hours,,+ collgrad,,,,,+ ttl_exp,
universe_703.R,_start,,+ hours,,+ collgrad,,,,,,+ tenure
universe_704.R,_start,,+ hours,,+ collgrad,,,,,,
universe_705.R,_start,,+ hours,,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_706.R,_start,,+ hours,,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_707.R,_start,,+ hours,,,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_708.R,_start,,+ hours,,,+ married,+ south,+ smsa,+ c_city,,
universe_709.R,_start,,+ hours,,,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_710.R,_start,,+ hours,,,+ married,+ south,+ smsa,,+ ttl_exp,
universe_711.R,_start,,+ hours,,,+ married,+ south,+ smsa,,,+ tenure
universe_712.R,_start,,+ hours,,,+ married,+ south,+ smsa,,,
universe_713.R,_start,,+ hours,,,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_714.R,_start,,+ hours,,,+ married,+ south,,+ c_city,+ ttl_exp,
universe_715.R,_start,,+ hours,,,+ married,+ south,,+ c_city,,+ tenure
universe_716.R,_start,,+ hours,,,+ married,+ south,,+ c_city,,
universe_717.R,_start,,+ hours,,,+ married,+ south,,,+ ttl_exp,+ tenure
universe_718.R,_start,,+ hours,,,+ married,+ south,,,+ ttl_exp,
universe_719.R,_start,,+ hours,,,+ married,+ south,,,,+ tenure
universe_720.R,_start,,+ hours,,,+ married,+ south,,,,
universe_721.R,_start,,+ hours,,,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_722.R,_start,,+ hours,,,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_723.R,_start,,+ hours,,,+ married,,+ smsa,+ c_city,,+ tenure
universe_724.R,_start,,+ hours,,,+ married,,+ smsa,+ c_city,,
universe_725.R,_start,,+ hours,,,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_726.R,_start,,+ hours,,,+ married,,+ smsa,,+ ttl_exp,
universe_727.R,_start,,+ hours,,,+ married,,+ smsa,,,+ tenure
universe_728.R,_start,,+ hours,,,+ married,,+ smsa,,,
universe_729.R,_start,,+ hours,,,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_730.R,_start,,+ hours,,,+ married,,,+ c_city,+ ttl_exp,
universe_731.R,_start,,+ hours,,,+ married,,,+ c_city,,+ tenure
universe_732.R,_start,,+ hours,,,+ married,,,+ c_city,,
universe_733.R,_start,,+ hours,,,+ married,,,,+ ttl_exp,+ tenure
universe_734.R,_start,,+ hours,,,+ married,,,,+ ttl_exp,
universe_735.R,_start,,+ hours,,,+ married,,,,,+ tenure
universe_736.R,_start,,+ hours,,,+ married,,,,,
universe_737.R,_start,,+ hours,,,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_738.R,_start,,+ hours,,,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_739.R,_start,,+ hours,,,,+ south,+ smsa,+ c_city,,+ tenure
universe_740.R,_start,,+ hours,,,,+ south,+ smsa,+ c_city,,
universe_741.R,_start,,+ hours,,,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_742.R,_start,,+ hours,,,,+ south,+ smsa,,+ ttl_exp,
universe_743.R,_start,,+ hours,,,,+ south,+ smsa,,,+ tenure
universe_744.R,_start,,+ hours,,,,+ south,+ smsa,,,
universe_745.R,_start,,+ hours,,,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_746.R,_start,,+ hours,,,,+ south,,+ c_city,+ ttl_exp,
universe_747.R,_start,,+ hours,,,,+ south,,+ c_city,,+ tenure
universe_748.R,_start,,+ hours,,,,+ south,,+ c_city,,
universe_749.R,_start,,+ hours,,,,+ south,,,+ ttl_exp,+ tenure
universe_750.R,_start,,+ hours,,,,+ south,,,+ ttl_exp,
universe_751.R,_start,,+ hours,,,,+ south,,,,+ tenure
universe_752.R,_start,,+ hours,,,,+ south,,,,
universe_753.R,_start,,+ hours,,,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_754.R,_start,,+ hours,,,,,+ smsa,+ c_city,+ ttl_exp,
universe_755.R,_start,,+ hours,,,,,+ smsa,+ c_city,,+ tenure
universe_756.R,_start,,+ hours,,,,,+ smsa,+ c_city,,
universe_757.R,_start,,+ hours,,,,,+ smsa,,+ ttl_exp,+ tenure
universe_758.R,_start,,+ hours,,,,,+ smsa,,+ ttl_exp,
universe_759.R,_start,,+ hours,,,,,+ smsa,,,+ tenure
universe_760.R,_start,,+ hours,,,,,+ smsa,,,
universe_761.R,_start,,+ hours,,,,,,+ c_city,+ ttl_exp,+ tenure
universe_762.R,_start,,+ hours,,,,,,+ c_city,+ ttl_exp,
universe_763.R,_start,,+ hours,,,,,,+ c_city,,+ tenure
universe_764.R,_start,,+ hours,,,,,,+ c_city,,
universe_765.R,_start,,+ hours,,,,,,,+ ttl_exp,+ tenure
universe_766.R,_start,,+ hours,,,,,,,+ ttl_exp,
universe_767.R,_start,,+ hours,,,,,,,,+ tenure
universe_768.R,_start,,+ hours,,,,,,,,
universe_769.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_770.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_771.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_772.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,,
universe_773.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_774.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,
universe_775.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,,,+ tenure
universe_776.R,_start,,,+ grade,+ collgrad,+ married,+ south,+ smsa,,,
universe_777.R,_start,,,+ grade,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_778.R,_start,,,+ grade,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,
universe_779.R,_start,,,+ grade,+ collgrad,+ married,+ south,,+ c_city,,+ tenure
universe_780.R,_start,,,+ grade,+ collgrad,+ married,+ south,,+ c_city,,
universe_781.R,_start,,,+ grade,+ collgrad,+ married,+ south,,,+ ttl_exp,+ tenure
universe_782.R,_start,,,+ grade,+ collgrad,+ married,+ south,,,+ ttl_exp,
universe_783.R,_start,,,+ grade,+ collgrad,+ married,+ south,,,,+ tenure
universe_784.R,_start,,,+ grade,+ collgrad,+ married,+ south,,,,
universe_785.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_786.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_787.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,,+ tenure
universe_788.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,,
universe_789.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_790.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,,+ ttl_exp,
universe_791.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,,,+ tenure
universe_792.R,_start,,,+ grade,+ collgrad,+ married,,+ smsa,,,
universe_793.R,_start,,,+ grade,+ collgrad,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_794.R,_start,,,+ grade,+ collgrad,+ married,,,+ c_city,+ ttl_exp,
universe_795.R,_start,,,+ grade,+ collgrad,+ married,,,+ c_city,,+ tenure
universe_796.R,_start,,,+ grade,+ collgrad,+ married,,,+ c_city,,
universe_797.R,_start,,,+ grade,+ collgrad,+ married,,,,+ ttl_exp,+ tenure
universe_798.R,_start,,,+ grade,+ collgrad,+ married,,,,+ ttl_exp,
universe_799.R,_start,,,+ grade,+ collgrad,+ married,,,,,+ tenure
universe_800.R,_start,,,+ grade,+ collgrad,+ married,,,,,
universe_801.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_802.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_803.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,,+ tenure
universe_804.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,,
universe_805.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_806.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,,+ ttl_exp,
universe_807.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,,,+ tenure
universe_808.R,_start,,,+ grade,+ collgrad,,+ south,+ smsa,,,
universe_809.R,_start,,,+ grade,+ collgrad,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_810.R,_start,,,+ grade,+ collgrad,,+ south,,+ c_city,+ ttl_exp,
universe_811.R,_start,,,+ grade,+ collgrad,,+ south,,+ c_city,,+ tenure
universe_812.R,_start,,,+ grade,+ collgrad,,+ south,,+ c_city,,
universe_813.R,_start,,,+ grade,+ collgrad,,+ south,,,+ ttl_exp,+ tenure
universe_814.R,_start,,,+ grade,+ collgrad,,+ south,,,+ ttl_exp,
universe_815.R,_start,,,+ grade,+ collgrad,,+ south,,,,+ tenure
universe_816.R,_start,,,+ grade,+ collgrad,,+ south,,,,
universe_817.R,_start,,,+ grade,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_818.R,_start,,,+ grade,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,
universe_819.R,_start,,,+ grade,+ collgrad,,,+ smsa,+ c_city,,+ tenure
universe_820.R,_start,,,+ grade,+ collgrad,,,+ smsa,+ c_city,,
universe_821.R,_start,,,+ grade,+ collgrad,,,+ smsa,,+ ttl_exp,+ tenure
universe_822.R,_start,,,+ grade,+ collgrad,,,+ smsa,,+ ttl_exp,
universe_823.R,_start,,,+ grade,+ collgrad,,,+ smsa,,,+ tenure
universe_824.R,_start,,,+ grade,+ collgrad,,,+ smsa,,,
universe_825.R,_start,,,+ grade,+ collgrad,,,,+ c_city,+ ttl_exp,+ tenure
universe_826.R,_start,,,+ grade,+ collgrad,,,,+ c_city,+ ttl_exp,
universe_827.R,_start,,,+ grade,+ collgrad,,,,+ c_city,,+ tenure
universe_828.R,_start,,,+ grade,+ collgrad,,,,+ c_city,,
universe_829.R,_start,,,+ grade,+ collgrad,,,,,+ ttl_exp,+ tenure
universe_830.R,_start,,,+ grade,+ collgrad,,,,,+ ttl_exp,
universe_831.R,_start,,,+ grade,+ collgrad,,,,,,+ tenure
universe_832.R,_start,,,+ grade,+ collgrad,,,,,,
universe_833.R,_start,,,+ grade,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_834.R,_start,,,+ grade,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_835.R,_start,,,+ grade,,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_836.R,_start,,,+ grade,,+ married,+ south,+ smsa,+ c_city,,
universe_837.R,_start,,,+ grade,,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_838.R,_start,,,+ grade,,+ married,+ south,+ smsa,,+ ttl_exp,
universe_839.R,_start,,,+ grade,,+ married,+ south,+ smsa,,,+ tenure
universe_840.R,_start,,,+ grade,,+ married,+ south,+ smsa,,,
universe_841.R,_start,,,+ grade,,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_842.R,_start,,,+ grade,,+ married,+ south,,+ c_city,+ ttl_exp,
universe_843.R,_start,,,+ grade,,+ married,+ south,,+ c_city,,+ tenure
universe_844.R,_start,,,+ grade,,+ married,+ south,,+ c_city,,
universe_845.R,_start,,,+ grade,,+ married,+ south,,,+ ttl_exp,+ tenure
universe_846.R,_start,,,+ grade,,+ married,+ south,,,+ ttl_exp,
universe_847.R,_start,,,+ grade,,+ married,+ south,,,,+ tenure
universe_848.R,_start,,,+ grade,,+ married,+ south,,,,
universe_849.R,_start,,,+ grade,,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_850.R,_start,,,+ grade,,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_851.R,_start,,,+ grade,,+ married,,+ smsa,+ c_city,,+ tenure
universe_852.R,_start,,,+ grade,,+ married,,+ smsa,+ c_city,,
universe_853.R,_start,,,+ grade,,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_854.R,_start,,,+ grade,,+ married,,+ smsa,,+ ttl_exp,
universe_855.R,_start,,,+ grade,,+ married,,+ smsa,,,+ tenure
universe_856.R,_start,,,+ grade,,+ married,,+ smsa,,,
universe_857.R,_start,,,+ grade,,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_858.R,_start,,,+ grade,,+ married,,,+ c_city,+ ttl_exp,
universe_859.R,_start,,,+ grade,,+ married,,,+ c_city,,+ tenure
universe_860.R,_start,,,+ grade,,+ married,,,+ c_city,,
universe_861.R,_start,,,+ grade,,+ married,,,,+ ttl_exp,+ tenure
universe_862.R,_start,,,+ grade,,+ married,,,,+ ttl_exp,
universe_863.R,_start,,,+ grade,,+ married,,,,,+ tenure
universe_864.R,_start,,,+ grade,,+ married,,,,,
universe_865.R,_start,,,+ grade,,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_866.R,_start,,,+ grade,,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_867.R,_start,,,+ grade,,,+ south,+ smsa,+ c_city,,+ tenure
universe_868.R,_start,,,+ grade,,,+ south,+ smsa,+ c_city,,
universe_869.R,_start,,,+ grade,,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_870.R,_start,,,+ grade,,,+ south,+ smsa,,+ ttl_exp,
universe_871.R,_start,,,+ grade,,,+ south,+ smsa,,,+ tenure
universe_872.R,_start,,,+ grade,,,+ south,+ smsa,,,
universe_873.R,_start,,,+ grade,,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_874.R,_start,,,+ grade,,,+ south,,+ c_city,+ ttl_exp,
universe_875.R,_start,,,+ grade,,,+ south,,+ c_city,,+ tenure
universe_876.R,_start,,,+ grade,,,+ south,,+ c_city,,
universe_877.R,_start,,,+ grade,,,+ south,,,+ ttl_exp,+ tenure
universe_878.R,_start,,,+ grade,,,+ south,,,+ ttl_exp,
universe_879.R,_start,,,+ grade,,,+ south,,,,+ tenure
universe_880.R,_start,,,+ grade,,,+ south,,,,
universe_881.R,_start,,,+ grade,,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_882.R,_start,,,+ grade,,,,+ smsa,+ c_city,+ ttl_exp,
universe_883.R,_start,,,+ grade,,,,+ smsa,+ c_city,,+ tenure
universe_884.R,_start,,,+ grade,,,,+ smsa,+ c_city,,
universe_885.R,_start,,,+ grade,,,,+ smsa,,+ ttl_exp,+ tenure
universe_886.R,_start,,,+ grade,,,,+ smsa,,+ ttl_exp,
universe_887.R,_start,,,+ grade,,,,+ smsa,,,+ tenure
universe_888.R,_start,,,+ grade,,,,+ smsa,,,
universe_889.R,_start,,,+ grade,,,,,+ c_city,+ ttl_exp,+ tenure
universe_890.R,_start,,,+ grade,,,,,+ c_city,+ ttl_exp,
universe_891.R,_start,,,+ grade,,,,,+ c_city,,+ tenure
universe_892.R,_start,,,+ grade,,,,,+ c_city,,
universe_893.R,_start,,,+ grade,,,,,,+ ttl_exp,+ tenure
universe_894.R,_start,,,+ grade,,,,,,+ ttl_exp,
universe_895.R,_start,,,+ grade,,,,,,,+ tenure
universe_896.R,_start,,,+ grade,,,,,,,
universe_897.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_898.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_899.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_900.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,,
universe_901.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_902.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,
universe_903.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,,,+ tenure
universe_904.R,_start,,,,+ collgrad,+ married,+ south,+ smsa,,,
universe_905.R,_start,,,,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_906.R,_start,,,,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,
universe_907.R,_start,,,,+ collgrad,+ married,+ south,,+ c_city,,+ tenure
universe_908.R,_start,,,,+ collgrad,+ married,+ south,,+ c_city,,
universe_909.R,_start,,,,+ collgrad,+ married,+ south,,,+ ttl_exp,+ tenure
universe_910.R,_start,,,,+ collgrad,+ married,+ south,,,+ ttl_exp,
universe_911.R,_start,,,,+ collgrad,+ married,+ south,,,,+ tenure
universe_912.R,_start,,,,+ collgrad,+ married,+ south,,,,
universe_913.R,_start,,,,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_914.R,_start,,,,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_915.R,_start,,,,+ collgrad,+ married,,+ smsa,+ c_city,,+ tenure
universe_916.R,_start,,,,+ collgrad,+ married,,+ smsa,+ c_city,,
universe_917.R,_start,,,,+ collgrad,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_918.R,_start,,,,+ collgrad,+ married,,+ smsa,,+ ttl_exp,
universe_919.R,_start,,,,+ collgrad,+ married,,+ smsa,,,+ tenure
universe_920.R,_start,,,,+ collgrad,+ married,,+ smsa,,,
universe_921.R,_start,,,,+ collgrad,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_922.R,_start,,,,+ collgrad,+ married,,,+ c_city,+ ttl_exp,
universe_923.R,_start,,,,+ collgrad,+ married,,,+ c_city,,+ tenure
universe_924.R,_start,,,,+ collgrad,+ married,,,+ c_city,,
universe_925.R,_start,,,,+ collgrad,+ married,,,,+ ttl_exp,+ tenure
universe_926.R,_start,,,,+ collgrad,+ married,,,,+ ttl_exp,
universe_927.R,_start,,,,+ collgrad,+ married,,,,,+ tenure
universe_928.R,_start,,,,+ collgrad,+ married,,,,,
universe_929.R,_start,,,,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_930.R,_start,,,,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_931.R,_start,,,,+ collgrad,,+ south,+ smsa,+ c_city,,+ tenure
universe_932.R,_start,,,,+ collgrad,,+ south,+ smsa,+ c_city,,
universe_933.R,_start,,,,+ collgrad,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_934.R,_start,,,,+ collgrad,,+ south,+ smsa,,+ ttl_exp,
universe_935.R,_start,,,,+ collgrad,,+ south,+ smsa,,,+ tenure
universe_936.R,_start,,,,+ collgrad,,+ south,+ smsa,,,
universe_937.R,_start,,,,+ collgrad,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_938.R,_start,,,,+ collgrad,,+ south,,+ c_city,+ ttl_exp,
universe_939.R,_start,,,,+ collgrad,,+ south,,+ c_city,,+ tenure
universe_940.R,_start,,,,+ collgrad,,+ south,,+ c_city,,
universe_941.R,_start,,,,+ collgrad,,+ south,,,+ ttl_exp,+ tenure
universe_942.R,_start,,,,+ collgrad,,+ south,,,+ ttl_exp,
universe_943.R,_start,,,,+ collgrad,,+ south,,,,+ tenure
universe_944.R,_start,,,,+ collgrad,,+ south,,,,
universe_945.R,_start,,,,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_946.R,_start,,,,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,
universe_947.R,_start,,,,+ collgrad,,,+ smsa,+ c_city,,+ tenure
universe_948.R,_start,,,,+ collgrad,,,+ smsa,+ c_city,,
universe_949.R,_start,,,,+ collgrad,,,+ smsa,,+ ttl_exp,+ tenure
universe_950.R,_start,,,,+ collgrad,,,+ smsa,,+ ttl_exp,
universe_951.R,_start,,,,+ collgrad,,,+ smsa,,,+ tenure
universe_952.R,_start,,,,+ collgrad,,,+ smsa,,,
universe_953.R,_start,,,,+ collgrad,,,,+ c_city,+ ttl_exp,+ tenure
universe_954.R,_start,,,,+ collgrad,,,,+ c_city,+ ttl_exp,
universe_955.R,_start,,,,+ collgrad,,,,+ c_city,,+ tenure
universe_956.R,_start,,,,+ collgrad,,,,+ c_city,,
universe_957.R,_start,,,,+ collgrad,,,,,+ ttl_exp,+ tenure
universe_958.R,_start,,,,+ collgrad,,,,,+ ttl_exp,
