idcode,union,hours,age,grade,collgrad,married,south,smsa,c_city,ttl_exp,tenure,wage
2597,nonunion,32.0,37,12.0,not college grad,married,1,SMSA,1,14.884616,7.1666665,6.441224
2598,nonunion,40.0,35,14.0,not college grad,single,1,SMSA,1,14.326923,7.75,7.5523334
2605,,40.0,44,14.0,not college grad,single,1,nonSMSA,0,11.782052,0.25,4.180602
2606,union,25.0,43,12.0,not college grad,married,0,SMSA,1,9.897435,,3.9613514
2607,nonunion,40.0,44,12.0,not college grad,married,1,nonSMSA,0,15.814102,3.3333333,6.964568
2608,nonunion,20.0,43,16.0,college grad,married,1,SMSA,0,18.057692,13.166667,10.451505
2610,nonunion,20.0,45,13.0,not college grad,married,1,SMSA,0,6.698718,0.0,5.917873
2611,union,50.0,39,18.0,college grad,single,1,SMSA,1,16.942308,16.916666,11.151368
2612,,53.0,35,18.0,college grad,married,1,SMSA,1,10.615385,1.5,30.338171
2613,,38.0,39,15.0,college grad,married,1,SMSA,0,10.692307,1.5,40.74659
2615,,40.0,35,14.0,not college grad,single,0,SMSA,1,15.01282,10.0,14.514425
2617,union,40.0,44,16.0,college grad,married,1,SMSA,0,7.6666665,3.25,2.5201283
2619,nonunion,12.0,41,10.0,not college grad,single,0,SMSA,1,8.615385,2.9166667,2.6811595
2623,union,40.0,41,9.0,not college grad,single,1,SMSA,1,11.538462,3.25,3.3011258
2624,union,40.0,36,8.0,not college grad,single,1,SMSA,1,7.50641,6.1666665,3.8083735
2625,nonunion,20.0,44,12.0,not college grad,married,1,SMSA,0,11.448718,2.4166667,4.025765
2627,nonunion,40.0,44,12.0,not college grad,single,1,SMSA,1,7.230769,2.4166667,6.191625
2628,nonunion,40.0,39,13.0,not college grad,married,1,SMSA,0,15.807693,9.25,7.745568
2636,nonunion,50.0,43,12.0,not college grad,married,1,SMSA,0,14.538462,13.5,8.05153
2640,nonunion,48.0,41,13.0,college grad,single,1,SMSA,0,15.153847,6.0,9.355874
2642,nonunion,40.0,37,14.0,not college grad,married,1,SMSA,0,12.397437,11.333333,12.777775
2644,nonunion,40.0,38,16.0,college grad,single,1,SMSA,1,16.0,16.0,8.904991
2647,union,60.0,40,11.0,not college grad,single,1,SMSA,1,12.25,12.25,5.9822836
2654,union,38.0,35,12.0,not college grad,single,1,SMSA,0,13.115385,2.6666667,10.59581
2655,,24.0,36,12.0,not college grad,single,1,SMSA,0,4.9423075,0.33333334,8.570235
2658,,6.0,36,12.0,not college grad,single,1,SMSA,1,0.9166667,0.9166667,3.0017905
2659,union,40.0,35,14.0,not college grad,single,1,SMSA,1,9.923077,9.916667,11.610305
2661,union,40.0,35,12.0,not college grad,married,0,SMSA,0,5.2884617,2.0,11.980676
2662,nonunion,40.0,37,11.0,not college grad,single,1,SMSA,1,14.865385,14.833333,5.354265
2663,nonunion,4.0,42,12.0,not college grad,married,1,SMSA,0,8.038462,1.4166666,4.025765
2664,nonunion,45.0,38,18.0,college grad,single,0,SMSA,1,13.75,6.4166665,15.48309
2666,union,60.0,37,18.0,college grad,married,1,nonSMSA,0,6.7115383,3.0,6.4492707
2669,nonunion,60.0,40,17.0,college grad,single,1,SMSA,0,18.384617,7.8333335,16.771326
2670,union,16.0,36,16.0,college grad,married,0,nonSMSA,0,13.326923,2.6666667,10.064413
2671,union,46.0,39,18.0,college grad,single,1,SMSA,0,16.192308,9.666667,12.117548
2674,nonunion,45.0,37,14.0,college grad,single,1,SMSA,0,17.788462,11.833333,6.8840547
2675,nonunion,40.0,44,16.0,college grad,single,1,SMSA,0,18.134615,8.166667,16.25603
2677,,15.0,35,12.0,not college grad,single,1,SMSA,1,7.1410255,0.41666666,2.7870672
2678,nonunion,30.0,41,9.0,not college grad,married,1,SMSA,0,4.673077,3.1666667,4.4283414
2679,nonunion,38.0,44,12.0,not college grad,married,1,SMSA,0,16.615385,14.583333,10.185181
2680,nonunion,40.0,39,12.0,not college grad,married,1,SMSA,0,16.153847,15.5,12.2785845
2681,,50.0,36,15.0,college grad,single,1,SMSA,1,4.74359,0.75,4.389632
2685,,60.0,36,15.0,not college grad,married,1,SMSA,1,16.121794,7.1666665,8.575592
2701,,40.0,45,12.0,not college grad,married,0,SMSA,0,17.576923,1.4166666,4.025765
2704,nonunion,40.0,41,18.0,college grad,married,1,SMSA,0,14.730769,2.0833333,9.677936
2707,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,1,14.698717,14.666667,7.665055
2708,union,40.0,40,12.0,not college grad,single,1,SMSA,1,16.634615,11.75,6.610305
2709,nonunion,40.0,37,13.0,not college grad,married,1,SMSA,1,16.378204,7.5,13.550715
2710,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,1,11.288462,5.5833335,5.297905
2711,nonunion,35.0,38,12.0,not college grad,married,1,SMSA,1,13.294871,12.25,6.8760014
2712,nonunion,32.0,37,12.0,not college grad,single,1,SMSA,1,8.442307,0.75,4.025765
2713,nonunion,25.0,34,6.0,not college grad,married,1,SMSA,1,5.788461,3.25,3.1078897
2715,nonunion,20.0,41,14.0,not college grad,married,1,SMSA,1,16.173077,3.0,5.2334948
2716,union,42.0,39,17.0,college grad,single,1,SMSA,1,18.891026,18.833334,14.009657
2717,nonunion,40.0,37,12.0,not college grad,married,1,SMSA,1,13.480769,11.0,5.990337
2719,nonunion,36.0,43,12.0,not college grad,married,1,nonSMSA,0,18.557692,11.083333,7.230271
2722,union,40.0,38,13.0,not college grad,single,1,SMSA,1,9.23718,1.4166666,5.6602244
2723,nonunion,44.0,37,11.0,not college grad,single,1,SMSA,1,16.583332,10.0,4.3478236
2724,nonunion,40.0,43,17.0,college grad,single,1,SMSA,1,16.865385,16.833334,10.056358
2725,nonunion,40.0,40,14.0,not college grad,married,1,SMSA,1,18.038462,4.75,9.42834
2730,nonunion,15.0,39,12.0,not college grad,married,1,SMSA,1,7.7884617,3.3333333,2.6972613
2734,nonunion,45.0,36,16.0,college grad,married,1,SMSA,1,15.410256,7.5833335,11.352655
2735,nonunion,38.0,34,17.0,college grad,married,1,SMSA,1,12.147436,6.3333335,10.636071
2737,,40.0,36,12.0,not college grad,single,0,SMSA,0,12.115385,2.1666667,40.198082
2739,union,40.0,41,15.0,not college grad,married,1,SMSA,1,13.5,9.916667,4.8389683
2741,nonunion,45.0,39,17.0,college grad,married,1,SMSA,0,14.583333,3.4166667,9.090172
2742,,18.0,41,11.0,not college grad,married,1,SMSA,1,13.653847,0.33333334,2.801002
2743,union,40.0,38,13.0,not college grad,single,1,SMSA,1,8.185898,7.6666665,3.9452477
2745,nonunion,40.0,41,12.0,not college grad,married,1,SMSA,1,18.596153,14.0,6.988722
2746,nonunion,40.0,36,12.0,not college grad,single,1,SMSA,1,15.839743,1.4166666,6.441224
2752,nonunion,30.0,44,18.0,college grad,married,1,SMSA,1,14.942308,6.9166665,5.9017696
2753,nonunion,50.0,38,18.0,college grad,single,1,SMSA,1,18.391026,13.75,12.077295
2757,union,38.0,36,12.0,not college grad,single,1,SMSA,1,14.653846,3.6666667,4.339774
2760,nonunion,2.0,34,12.0,not college grad,married,1,SMSA,0,9.391025,1.3333334,8.05153
2761,nonunion,48.0,36,17.0,college grad,single,1,SMSA,1,15.653846,2.0833333,9.999998
2762,nonunion,32.0,36,14.0,not college grad,single,1,SMSA,1,14.365385,1.5833334,7.262477
2764,nonunion,24.0,43,12.0,not college grad,married,1,SMSA,1,12.519231,7.5,7.584539
2769,nonunion,45.0,34,12.0,not college grad,single,1,SMSA,1,3.3653846,0.8333333,5.370369
2771,nonunion,40.0,39,12.0,not college grad,single,1,SMSA,1,13.891026,10.25,6.1191616
2772,nonunion,40.0,37,11.0,not college grad,single,1,SMSA,1,10.660256,1.25,4.830918
2777,nonunion,40.0,37,12.0,not college grad,single,1,SMSA,1,15.564102,1.6666666,4.307567
2780,nonunion,40.0,44,12.0,not college grad,single,1,SMSA,1,13.679488,3.75,3.3011258
2782,,15.0,39,16.0,college grad,married,1,SMSA,1,6.1153846,1.0833334,2.4792998
2786,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,1,12.070513,11.666667,7.2705307
2787,nonunion,55.0,39,17.0,college grad,married,0,SMSA,0,17.26923,4.0833335,15.201282
2790,union,35.0,40,12.0,not college grad,married,1,SMSA,0,18.692307,8.416667,9.420287
2792,nonunion,10.0,43,16.0,college grad,married,1,SMSA,0,14.961538,1.3333334,30.19324
2794,nonunion,40.0,36,16.0,college grad,married,1,SMSA,0,14.128205,11.583333,10.193234
2796,nonunion,40.0,44,12.0,not college grad,single,1,nonSMSA,0,19.038462,4.9166665,6.4009633
2801,nonunion,40.0,37,17.0,college grad,single,0,SMSA,0,14.51282,7.8333335,6.9243145
2806,nonunion,40.0,35,12.0,not college grad,married,1,nonSMSA,0,9.121796,3.3333333,4.830918
2815,union,50.0,36,17.0,college grad,single,1,SMSA,0,11.942307,8.833333,10.217388
2816,nonunion,40.0,39,12.0,not college grad,married,0,SMSA,0,21.333334,21.333334,8.856684
2818,union,39.0,41,15.0,not college grad,single,0,SMSA,1,10.423077,3.6666667,5.458936
2820,nonunion,40.0,35,12.0,not college grad,single,0,SMSA,0,16.48077,14.0,11.755233
2823,union,50.0,39,18.0,college grad,married,1,SMSA,1,16.326923,8.916667,9.597424
2825,nonunion,38.0,40,14.0,not college grad,single,1,SMSA,0,15.128205,11.083333,8.148145
2826,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,0,0.6923077,0.6666667,1.8679547
2830,,35.0,38,12.0,not college grad,single,1,SMSA,0,14.134615,0.33333334,3.7625415
2831,nonunion,40.0,37,8.0,not college grad,single,1,SMSA,0,3.2564104,1.8333334,2.6972613
2834,nonunion,35.0,37,12.0,not college grad,single,1,SMSA,0,2.346154,0.0,2.6972613
2835,nonunion,40.0,40,12.0,not college grad,married,1,SMSA,0,17.788462,3.4166667,7.5523334
2845,nonunion,38.0,36,14.0,not college grad,single,1,SMSA,1,11.634615,3.9166667,7.745568
2846,nonunion,40.0,37,9.0,not college grad,single,1,SMSA,0,9.673077,7.5833335,4.9355855
2848,nonunion,38.0,41,16.0,college grad,single,1,SMSA,1,17.692308,17.416666,14.2592535
2849,,45.0,43,12.0,not college grad,married,1,SMSA,1,16.75,1.0833334,2.7870672
2853,nonunion,20.0,45,9.0,not college grad,married,1,SMSA,1,11.615385,1.25,4.227053
2857,nonunion,40.0,41,12.0,not college grad,single,1,SMSA,1,17.98077,2.4166667,3.5829282
2858,nonunion,40.0,41,11.0,not college grad,single,1,SMSA,0,11.288462,2.9166667,6.36876
2864,union,40.0,45,18.0,college grad,married,1,SMSA,1,17.98077,15.75,11.618352
2865,nonunion,25.0,38,12.0,not college grad,single,1,SMSA,1,7.75,1.6666666,2.1578088
2868,nonunion,40.0,34,14.0,not college grad,single,1,nonSMSA,0,14.903846,10.5,6.932361
2869,nonunion,40.0,35,16.0,college grad,single,1,SMSA,1,7.6666665,7.6666665,15.09662
2870,union,40.0,37,10.0,not college grad,married,1,SMSA,1,17.012821,3.5,3.9452477
2872,nonunion,45.0,35,18.0,college grad,single,0,SMSA,1,12.916666,3.8333333,12.045089
2874,nonunion,35.0,35,6.0,not college grad,single,1,SMSA,1,5.423077,3.5,3.1078897
2875,nonunion,40.0,34,7.0,not college grad,single,1,SMSA,0,6.7179484,0.0,5.6360707
2876,nonunion,52.0,44,8.0,not college grad,married,1,SMSA,1,10.8910265,3.4166667,3.5265677
2877,union,40.0,43,9.0,not college grad,married,1,SMSA,1,16.653847,3.5,3.9291444
2878,nonunion,40.0,45,11.0,not college grad,single,0,SMSA,0,15.096154,3.8333333,6.32045
2880,,40.0,40,8.0,not college grad,married,1,nonSMSA,0,8.564103,2.0833333,2.9264214
2883,nonunion,40.0,35,11.0,not college grad,married,1,SMSA,1,6.5961537,3.5,4.830918
2886,union,40.0,38,17.0,college grad,married,1,SMSA,1,13.365384,9.833333,10.974233
2892,nonunion,40.0,35,12.0,not college grad,married,1,SMSA,1,12.583333,12.583333,4.798711
2893,nonunion,40.0,36,18.0,college grad,married,1,SMSA,1,13.685898,11.583333,8.904991
2894,union,40.0,34,12.0,not college grad,single,1,SMSA,1,7.6346154,3.6666667,5.032206
2895,union,38.0,42,12.0,not college grad,single,0,SMSA,1,6.666667,3.1666667,9.388082
2896,nonunion,45.0,35,12.0,not college grad,married,1,SMSA,1,16.166666,16.166666,11.52979
2899,nonunion,45.0,37,17.0,college grad,married,1,SMSA,0,13.846153,13.5,14.106273
2900,,40.0,42,12.0,not college grad,single,1,SMSA,0,14.717949,13.25,7.7099943
2901,union,20.0,40,13.0,not college grad,single,0,nonSMSA,0,10.923078,9.083333,4.830918
2904,nonunion,35.0,42,16.0,college grad,married,1,nonSMSA,0,14.942307,2.0833333,5.4347825
2905,nonunion,45.0,37,17.0,college grad,married,0,SMSA,1,13.903846,8.916667,17.206116
2908,nonunion,35.0,36,12.0,not college grad,single,1,SMSA,0,16.865385,0.16666667,5.7487917
2910,,40.0,39,14.0,not college grad,single,0,nonSMSA,0,14.352564,1.6666666,8.361203
2911,,40.0,40,15.0,not college grad,married,0,SMSA,0,14.679486,3.0833333,9.567145
2912,nonunion,25.0,37,12.0,not college grad,married,0,nonSMSA,0,13.788462,10.416667,8.856684
2913,nonunion,45.0,36,13.0,not college grad,single,1,SMSA,0,13.923077,13.75,12.045089
2914,nonunion,35.0,41,12.0,not college grad,married,1,SMSA,0,17.192308,1.5833334,11.062799
2915,,50.0,42,18.0,college grad,married,1,SMSA,1,15.326923,6.1666665,14.471302
2917,union,8.0,42,16.0,college grad,married,1,SMSA,0,9.596154,2.6666667,7.2463775
2918,,10.0,40,14.0,not college grad,married,0,SMSA,0,6.3461537,0.5,3.938519
2919,nonunion,24.0,44,12.0,not college grad,married,1,SMSA,1,7.243589,0.083333336,4.830918
2921,nonunion,40.0,40,14.0,not college grad,married,1,SMSA,0,9.871795,1.75,7.745568
2925,nonunion,30.0,40,0.0,not college grad,single,1,SMSA,0,5.269231,1.3333334,2.8180354
2927,,22.0,39,17.0,college grad,married,0,SMSA,0,13.410256,7.0833335,6.272401
2932,nonunion,40.0,38,16.0,college grad,single,1,SMSA,0,14.25,4.6666665,12.38325
2934,union,40.0,37,14.0,not college grad,single,0,SMSA,0,17.948719,6.9166665,11.610305
2936,nonunion,45.0,37,18.0,college grad,single,0,SMSA,0,17.634615,7.9166665,10.32206
2939,nonunion,37.0,45,12.0,not college grad,married,1,SMSA,0,14.673077,10.5,11.553946
2940,nonunion,40.0,41,12.0,not college grad,married,1,SMSA,0,17.115385,6.3333335,12.38325
2942,nonunion,32.0,36,12.0,not college grad,married,1,SMSA,1,11.724359,0.33333334,17.344109
2943,union,38.0,39,17.0,college grad,single,1,nonSMSA,0,11.833333,11.833333,8.558774
2945,nonunion,40.0,40,12.0,not college grad,married,1,nonSMSA,0,10.961538,2.75,3.2689192
2946,,56.0,44,11.0,not college grad,married,1,SMSA,0,5.6474357,1.1666666,4.479214
2949,nonunion,40.0,38,12.0,not college grad,married,1,nonSMSA,0,26.03846,16.0,4.5088553
2951,union,35.0,34,12.0,not college grad,married,1,nonSMSA,0,7.7371798,3.75,4.420288
2954,nonunion,40.0,44,12.0,not college grad,married,1,nonSMSA,0,13.801282,12.166667,4.227053
2955,nonunion,35.0,36,14.0,not college grad,single,1,nonSMSA,0,12.352564,11.166667,7.149757
2957,nonunion,70.0,40,11.0,not college grad,married,1,nonSMSA,0,5.8461537,,2.415459
2958,nonunion,30.0,41,12.0,not college grad,married,1,nonSMSA,0,12.448718,1.8333334,4.025765
2960,nonunion,40.0,45,12.0,not college grad,married,1,nonSMSA,0,21.160255,18.5,6.360707
2967,nonunion,40.0,45,13.0,not college grad,married,1,nonSMSA,0,18.76923,5.9166665,10.8373575
2969,nonunion,20.0,36,16.0,college grad,married,1,SMSA,0,13.923077,0.083333336,6.0386477
2971,nonunion,44.0,42,12.0,not college grad,single,1,nonSMSA,0,13.75,2.5833333,4.8953285
2972,nonunion,40.0,36,12.0,not college grad,married,1,nonSMSA,0,12.5,6.3333335,5.217391
2973,nonunion,40.0,35,13.0,not college grad,married,1,nonSMSA,0,13.679487,3.6666667,5.418679
2976,nonunion,40.0,35,12.0,not college grad,single,1,nonSMSA,0,2.7051282,1.25,3.220612
2977,,48.0,40,12.0,not college grad,married,1,nonSMSA,0,10.884615,0.9166667,33.4984
2978,nonunion,40.0,39,12.0,not college grad,single,1,nonSMSA,0,16.634615,4.6666665,5.8615127
2979,nonunion,40.0,38,12.0,not college grad,single,1,nonSMSA,0,17.102564,3.3333333,3.6231885
2984,union,70.0,44,9.0,not college grad,single,0,SMSA,1,18.653847,1.4166666,8.872785
2985,nonunion,36.0,44,12.0,not college grad,married,1,nonSMSA,0,8.884616,7.8333335,4.951689
2988,union,40.0,35,18.0,college grad,married,1,nonSMSA,0,11.673078,3.9166667,9.29146
2998,nonunion,8.0,35,12.0,not college grad,married,0,SMSA,0,4.826923,1.75,4.227053
2999,nonunion,40.0,37,13.0,not college grad,married,1,SMSA,0,9.576923,4.8333335,8.05153
3000,nonunion,48.0,42,12.0,not college grad,single,1,SMSA,0,17.346153,17.333334,5.4347825
3001,union,40.0,41,12.0,not college grad,married,1,SMSA,0,17.788462,14.166667,7.745568
3004,nonunion,40.0,38,8.0,not college grad,single,1,nonSMSA,0,14.75641,8.416667,4.830918
3008,nonunion,40.0,39,9.0,not college grad,married,1,nonSMSA,0,15.0,10.916667,3.1400964
3015,nonunion,40.0,37,12.0,not college grad,married,0,SMSA,0,18.75,18.75,10.032206
3016,nonunion,40.0,38,16.0,college grad,married,1,SMSA,0,13.942307,10.416667,14.710137
3020,nonunion,35.0,35,16.0,college grad,single,1,nonSMSA,0,14.865385,10.916667,10.619963
3023,nonunion,40.0,39,18.0,college grad,married,1,nonSMSA,0,8.634615,2.9166667,6.3848605
3026,nonunion,40.0,36,10.0,not college grad,single,1,nonSMSA,0,18.076923,0.0,2.6972613
3027,,20.0,35,17.0,college grad,single,1,nonSMSA,0,6.5384617,,2.9388082
3028,nonunion,40.0,41,12.0,not college grad,married,1,nonSMSA,0,13.442308,9.833333,2.7858286
3035,nonunion,60.0,42,17.0,college grad,married,1,SMSA,1,7.8653846,7.75,5.2656984
3036,nonunion,40.0,39,18.0,college grad,married,1,SMSA,0,12.788462,8.75,12.777775
3037,nonunion,1.0,35,18.0,college grad,married,1,SMSA,1,6.0128207,0.6666667,4.64573
3038,,20.0,39,12.0,not college grad,married,0,SMSA,0,6.75,0.41666666,5.852843
3040,,40.0,39,10.0,not college grad,single,1,SMSA,0,15.429487,15.0,3.5024142
3042,nonunion,40.0,39,12.0,not college grad,single,1,SMSA,0,16.51282,14.0,4.830918
3043,union,40.0,37,12.0,not college grad,single,1,SMSA,0,19.423077,8.5,16.47676
3044,nonunion,48.0,44,12.0,not college grad,married,1,SMSA,0,22.51282,22.5,6.771333
3045,nonunion,48.0,43,11.0,not college grad,married,1,SMSA,0,19.583332,5.5,5.53945
3046,,35.0,44,12.0,not college grad,single,1,SMSA,0,12.519231,9.416667,4.4137006
3047,nonunion,40.0,35,14.0,not college grad,single,1,SMSA,0,13.916667,13.916667,8.904991
3048,union,40.0,38,11.0,not college grad,single,1,SMSA,0,11.788462,9.833333,2.6972613
3049,nonunion,33.0,39,16.0,college grad,married,1,SMSA,1,14.961538,3.0833333,11.030594
3050,nonunion,40.0,42,10.0,not college grad,married,1,SMSA,0,16.25641,0.0,5.53945
3052,nonunion,40.0,39,12.0,not college grad,married,1,SMSA,0,12.326923,2.8333333,4.64573
3056,union,45.0,45,9.0,not college grad,single,1,SMSA,1,17.326923,0.0,14.121402
3058,nonunion,40.0,37,12.0,not college grad,married,1,SMSA,0,11.557693,1.3333334,5.917873
3059,nonunion,7.0,40,17.0,college grad,married,1,SMSA,1,13.929487,1.3333334,10.628017
3060,nonunion,30.0,42,8.0,not college grad,married,1,nonSMSA,0,10.25,10.25,2.777777
3061,nonunion,42.0,42,16.0,college grad,married,1,SMSA,0,9.243589,6.8333335,7.0048285
3062,nonunion,40.0,35,12.0,not college grad,single,1,SMSA,1,17.653845,1.3333334,5.8373594
3063,nonunion,40.0,36,18.0,college grad,married,1,nonSMSA,0,10.384615,0.9166667,6.5780983
3065,nonunion,55.0,34,13.0,not college grad,single,1,SMSA,0,12.512821,5.8333335,5.06441
3066,nonunion,40.0,44,16.0,college grad,married,1,nonSMSA,0,15.75,11.416667,10.257647
3069,,28.0,36,12.0,not college grad,married,1,SMSA,0,9.480769,1.5833334,5.972288
3070,,20.0,35,12.0,not college grad,married,1,SMSA,1,14.115384,2.5833333,3.7189493
3072,,18.0,41,12.0,not college grad,married,1,nonSMSA,0,14.442307,2.0833333,2.6282961
3073,nonunion,37.0,36,7.0,not college grad,married,1,nonSMSA,0,11.429487,5.1666665,4.066022
3078,union,35.0,45,17.0,college grad,married,0,SMSA,0,12.416667,8.416667,16.497578
3079,nonunion,40.0,35,12.0,not college grad,single,1,nonSMSA,0,13.762821,13.75,3.2930727
3090,nonunion,22.0,38,12.0,not college grad,single,1,nonSMSA,0,6.7692304,0.16666667,2.8846145
3095,nonunion,40.0,38,6.0,not college grad,married,1,nonSMSA,0,13.442308,3.4166667,4.6215763
3096,nonunion,35.0,35,11.0,not college grad,married,1,nonSMSA,0,10.166667,8.666667,3.9855046
3097,nonunion,37.0,42,8.0,not college grad,married,1,nonSMSA,0,6.9358974,4.0,2.3832521
3098,,24.0,37,12.0,not college grad,married,1,nonSMSA,0,11.365385,2.5,4.222408
3099,nonunion,35.0,44,8.0,not college grad,single,1,nonSMSA,0,9.557693,3.8333333,3.679549
3106,nonunion,30.0,39,12.0,not college grad,single,1,SMSA,1,15.782052,10.333333,4.025765
3107,nonunion,40.0,36,9.0,not college grad,single,1,SMSA,1,11.0,11.0,5.06441
3108,union,45.0,39,18.0,college grad,married,1,SMSA,1,16.833334,16.833334,8.599029
3111,,40.0,35,12.0,not college grad,single,1,SMSA,1,2.25,0.33333334,4.3227663
3114,union,40.0,43,14.0,not college grad,single,0,SMSA,1,15.519231,6.5833335,9.066018
3115,nonunion,40.0,41,12.0,not college grad,married,1,SMSA,0,18.621794,18.333334,3.7439594
3116,,65.0,39,12.0,not college grad,married,0,SMSA,0,5.5961537,2.1666667,7.5250835
3118,union,40.0,43,9.0,not college grad,married,1,SMSA,0,18.685896,18.666666,7.713361
3119,nonunion,40.0,41,13.0,not college grad,married,1,SMSA,0,27.192305,8.333333,9.7584505
3120,nonunion,40.0,41,9.0,not college grad,single,1,nonSMSA,0,5.1538463,0.25,3.220612
3122,nonunion,40.0,44,18.0,college grad,married,1,nonSMSA,0,21.416666,21.416666,8.518515
3127,nonunion,45.0,38,18.0,college grad,married,1,SMSA,1,19.51282,2.9166667,10.668277
3132,nonunion,41.0,35,16.0,college grad,single,1,nonSMSA,0,17.0,17.0,9.444442
3133,nonunion,40.0,36,14.0,not college grad,married,1,nonSMSA,0,17.79487,3.5,8.236711
3135,nonunion,40.0,39,12.0,not college grad,married,1,SMSA,1,14.0,14.0,6.223832
3138,union,60.0,45,16.0,college grad,married,1,SMSA,1,10.416667,10.416667,4.516906
3144,nonunion,32.0,37,12.0,not college grad,single,1,SMSA,1,14.762821,14.666667,5.032206
3145,nonunion,40.0,36,12.0,not college grad,married,1,SMSA,1,15.00641,15.0,4.8389683
3148,nonunion,40.0,37,12.0,not college grad,single,1,SMSA,1,8.948718,5.3333335,2.8180354
3151,nonunion,42.0,41,12.0,not college grad,single,1,SMSA,1,17.121794,3.4166667,4.694041
3156,nonunion,40.0,42,12.0,not college grad,single,1,SMSA,1,10.0,3.75,4.64573
3157,nonunion,40.0,40,12.0,not college grad,single,1,SMSA,0,18.403847,17.166666,5.048307
3158,nonunion,40.0,38,12.0,not college grad,single,1,nonSMSA,0,9.865385,1.0833334,4.025765
3159,union,40.0,43,18.0,college grad,married,0,SMSA,0,12.019231,5.4166665,13.019322
3164,nonunion,40.0,35,18.0,college grad,married,0,SMSA,0,13.647436,11.833333,11.223828
3166,nonunion,12.0,44,10.0,not college grad,married,1,SMSA,0,11.346154,0.0,2.9388082
3169,nonunion,37.0,35,12.0,not college grad,married,1,SMSA,0,14.576923,4.0,5.442833
3170,nonunion,55.0,39,9.0,not college grad,single,1,nonSMSA,0,14.288461,2.8333333,3.6634455
3171,nonunion,43.0,40,12.0,not college grad,single,1,nonSMSA,0,17.923077,12.833333,6.8438005
3172,nonunion,35.0,40,12.0,not college grad,single,0,SMSA,0,19.083334,19.083334,15.48309
3173,nonunion,40.0,43,10.0,not college grad,single,1,SMSA,0,8.910256,8.5,5.990337
3174,,20.0,40,12.0,not college grad,married,0,SMSA,0,13.076923,1.6666666,4.180602
3175,nonunion,40.0,40,16.0,college grad,single,0,SMSA,1,15.647436,13.666667,11.030594
3179,nonunion,40.0,34,12.0,not college grad,married,1,nonSMSA,0,15.012821,4.0833335,8.05153
3181,nonunion,35.0,36,17.0,college grad,married,1,nonSMSA,0,12.557693,9.833333,11.062799
3182,nonunion,40.0,43,12.0,not college grad,married,1,nonSMSA,0,20.378204,16.333334,6.0386477
3185,,40.0,35,12.0,not college grad,married,1,nonSMSA,0,9.211537,0.75,7.357856
3186,union,45.0,37,12.0,not college grad,married,1,SMSA,1,13.134616,11.166667,6.5378385
3188,union,40.0,42,13.0,not college grad,single,1,nonSMSA,0,16.967947,10.333333,3.4219003
3189,nonunion,48.0,37,12.0,not college grad,married,1,nonSMSA,0,11.179488,3.4166667,6.6264057
3191,nonunion,40.0,35,9.0,not college grad,married,1,SMSA,1,14.46795,11.916667,7.2463775
3195,nonunion,42.0,44,12.0,not college grad,single,1,nonSMSA,0,18.673077,16.166666,4.790658
3197,,24.0,37,11.0,not college grad,married,1,nonSMSA,0,13.089744,10.333333,2.090301
3198,nonunion,8.0,40,9.0,not college grad,married,1,nonSMSA,0,9.75,0.9166667,3.5265677
3199,nonunion,35.0,37,12.0,not college grad,single,1,nonSMSA,0,3.5,,1.1513683
3200,nonunion,15.0,40,12.0,not college grad,married,1,nonSMSA,0,7.692308,2.5,6.1996756
3202,nonunion,45.0,38,15.0,not college grad,single,1,nonSMSA,0,15.378205,0.9166667,8.57859
3203,nonunion,48.0,38,11.0,not college grad,married,1,nonSMSA,0,13.788462,12.416667,5.4347825
3204,nonunion,40.0,45,18.0,college grad,single,1,nonSMSA,0,17.75,17.75,11.610305
3205,nonunion,40.0,38,9.0,not college grad,married,1,nonSMSA,0,14.108974,4.75,4.227053
3208,nonunion,40.0,40,12.0,not college grad,married,1,SMSA,0,13.429487,13.416667,5.2334948
3209,nonunion,25.0,36,12.0,not college grad,single,1,nonSMSA,0,8.980769,1.75,2.415459
3211,nonunion,43.0,36,8.0,not college grad,married,1,nonSMSA,0,10.102564,2.9166667,4.1867933
3212,union,30.0,42,10.0,not college grad,married,1,nonSMSA,0,13.730769,8.5,4.025765
3214,nonunion,40.0,42,12.0,not college grad,single,1,SMSA,1,16.865385,,5.072463
3215,nonunion,20.0,44,12.0,not college grad,married,1,nonSMSA,0,8.916667,8.916667,3.8879578
3217,union,20.0,37,13.0,not college grad,single,1,SMSA,1,6.442308,3.0,8.132044
3218,nonunion,40.0,41,12.0,not college grad,single,1,SMSA,0,16.788462,8.833333,5.3462152
3219,nonunion,50.0,38,18.0,college grad,married,0,SMSA,1,12.967948,5.1666665,11.771334
3222,nonunion,52.0,44,17.0,college grad,single,1,nonSMSA,0,20.333334,20.333334,8.937197
3227,,12.0,39,9.0,not college grad,single,1,nonSMSA,0,10.064102,2.75,2.9264214
3228,union,38.0,36,12.0,not college grad,single,1,nonSMSA,0,14.666667,14.666667,2.7375197
3229,nonunion,40.0,44,10.0,not college grad,married,1,nonSMSA,0,2.3333335,0.8333333,2.8985493
